  191
   5.528    34.873
   4.930    29.807
   4.475    27.053
   4.065    24.960
   3.675    23.223
   3.302    21.717
   2.940    20.375
   2.585    19.160
   2.237    18.045
   1.895    17.012
   1.558    16.048
   1.225    15.143
   0.895    14.288
   0.568    13.478
   0.245    12.708
   0.077    11.973
   0.397    11.270
   0.713    10.595
   1.028     9.947
   1.342     9.323
   1.653     8.720
   1.963     8.137
   2.272     7.573
   2.580     7.028
   2.887     6.498
   3.192     5.983
   3.495     5.482
   3.798     4.995
   4.102     4.520
   4.402     4.057
   4.703     3.605
   5.003     3.163
   5.302     2.732
   5.600     2.310
   5.897     1.897
   6.195     1.492
   6.490     1.095
   6.787     0.707
   7.082     0.323
   7.377     0.052
   7.670     0.420
   7.965     0.782
   8.258     1.138
   8.552     1.488
   8.843     1.833
   9.137     2.173
   9.428     2.508
   9.720     2.838
  10.010     3.165
  10.302     3.487
  10.592     3.803
  10.883     4.117
  11.173     4.427
  11.463     4.732
  11.753     5.035
  12.043     5.335
  12.332     5.630
  12.622     5.923
  12.912     6.215
  13.200     6.502
  13.488     6.787
  13.778     7.070
  14.067     7.350
  14.355     7.628
  14.643     7.905
  14.933     8.180
  15.222     8.452
  15.510     8.723
  15.798     8.992
  16.087     9.260
  16.375     9.527
  16.665     9.792
  16.953    10.055
  17.242    10.318
  17.530    10.580
  17.820    10.840
  18.108    11.100
  18.397    11.360
  18.687    11.618
  18.975    11.877
  19.265    12.135
  19.555    12.392
  19.843    12.650
  20.133    12.907
  20.423    13.163
  20.713    13.420
  21.003    13.677
  21.293    13.933
  21.585    14.192
  21.875    14.448
  22.167    14.707
  22.458    14.965
  22.750    15.225
  23.042    15.485
  23.333    15.745
  23.625    16.007
  23.918    16.268
  24.212    16.533
  24.503    16.797
  24.797    17.063
  25.092    17.330
  25.385    17.600
  25.680    17.870
  25.975    18.142
  26.270    18.415
  26.565    18.690
  26.860    18.967
  27.157    19.247
  27.453    19.528
  27.750    19.812
  28.047    20.098
  28.345    20.387
  28.643    20.677
  28.942    20.972
  29.240    21.268
  29.540    21.567
  29.840    21.870
  30.140    22.175
  30.442    22.485
  30.742    22.797
  31.043    23.113
  31.347    23.433
  31.648    23.757
  31.952    24.085
  32.257    24.417
  32.560    24.753
  32.865    25.095
  33.170    25.440
  33.477    25.792
  33.783    26.147
  34.090    26.508
  34.397    26.875
  34.705    27.248
  35.015    27.627
  35.323    28.012
  35.633    28.402
  35.945    28.800
  36.255    29.205
  36.567    29.617
  36.880    30.037
  37.193    30.463
  37.507    30.898
  37.820    31.343
  38.135    31.795
  38.452    32.257
  38.767    32.728
  39.085    33.210
  39.402    33.702
  39.720    34.203
  40.038    34.718
  40.358    35.243
  40.678    35.782
  40.998    36.332
  41.320    36.897
  41.642    37.475
  41.965    38.068
  42.287    38.678
  42.612    39.303
  42.935    39.945
  43.260    40.605
  43.585    41.285
  43.910    41.985
  44.237    42.705
  44.563    43.448
  44.890    44.215
  45.217    45.008
  45.543    45.827
  45.870    46.675
  46.198    47.553
  46.525    48.463
  46.853    49.408
  47.180    50.392
  47.505    51.417
  47.832    52.483
  48.157    53.600
  48.480    54.767
  48.803    55.992
  49.123    57.280
  49.442    58.638
  49.758    60.075
  50.070    61.600
  50.380    63.227
  50.683    64.972
  50.980    66.852
  51.268    68.898
  51.547    71.147
  51.812    73.655
  52.055    76.512
  52.268    79.875
  52.430    84.088
  52.462    90.328
