   9188
  59.510   151.090
  60.348   149.896
  60.414   149.799
  60.545   149.604
  60.806   149.211
  60.870   149.112
  60.935   149.013
  60.967   148.963
  60.983   148.939
  60.999   148.914
  61.016   148.889
  61.024   148.876
  61.032   148.864
  61.040   148.851
  61.048   148.839
  61.056   148.826
  61.064   148.814
  61.072   148.801
  61.080   148.789
  61.088   148.776
  61.096   148.764
  61.104   148.751
  61.112   148.739
  61.120   148.726
  61.128   148.714
  61.136   148.701
  61.144   148.688
  61.152   148.676
  61.160   148.663
  61.168   148.651
  61.176   148.638
  61.184   148.626
  61.192   148.613
  61.200   148.600
  61.208   148.588
  61.216   148.575
  61.224   148.563
  61.232   148.550
  61.240   148.537
  61.256   148.512
  61.272   148.487
  61.288   148.462
  61.320   148.411
  61.352   148.360
  61.384   148.310
  61.416   148.259
  61.448   148.208
  61.479   148.157
  61.511   148.106
  61.543   148.055
  61.574   148.004
  61.606   147.953
  61.637   147.901
  61.669   147.850
  61.701   147.798
  61.732   147.747
  61.763   147.695
  61.795   147.644
  61.826   147.592
  61.858   147.540
  61.889   147.488
  61.920   147.436
  61.936   147.410
  61.952   147.384
  61.967   147.358
  61.983   147.332
  61.998   147.306
  62.014   147.279
  62.030   147.253
  62.045   147.227
  62.061   147.201
  62.076   147.175
  62.092   147.148
  62.107   147.122
  62.123   147.096
  62.139   147.070
  62.154   147.043
  62.170   147.017
  62.185   146.991
  62.201   146.964
  62.216   146.938
  62.224   146.925
  62.232   146.911
  62.240   146.898
  62.247   146.885
  62.255   146.872
  62.263   146.858
  62.271   146.845
  62.278   146.832
  62.286   146.819
  62.294   146.805
  62.302   146.792
  62.309   146.779
  62.317   146.766
  62.325   146.752
  62.333   146.739
  62.340   146.726
  62.348   146.712
  62.356   146.699
  62.364   146.686
  62.371   146.672
  62.379   146.659
  62.387   146.646
  62.394   146.632
  62.402   146.619
  62.410   146.606
  62.414   146.599
  62.418   146.592
  62.422   146.586
  62.425   146.579
  62.429   146.572
  62.433   146.565
  62.437   146.559
  62.441   146.552
  62.445   146.545
  62.449   146.539
  62.452   146.532
  62.456   146.525
  62.460   146.519
  62.464   146.512
  62.468   146.505
  62.472   146.498
  62.476   146.492
  62.480   146.485
  62.483   146.478
  62.487   146.472
  62.491   146.465
  62.495   146.458
  62.499   146.451
  62.503   146.445
  62.507   146.438
  62.510   146.431
  62.514   146.425
  62.518   146.418
  62.522   146.411
  62.526   146.404
  62.530   146.398
  62.534   146.391
  62.538   146.384
  62.541   146.377
  62.545   146.371
  62.549   146.364
  62.553   146.357
  62.557   146.350
  62.561   146.344
  62.565   146.337
  62.568   146.330
  62.572   146.323
  62.576   146.317
  62.580   146.310
  62.584   146.303
  62.588   146.296
  62.592   146.290
  62.596   146.283
  62.599   146.276
  62.603   146.269
  62.607   146.262
  62.611   146.256
  62.615   146.249
  62.619   146.242
  62.623   146.235
  62.626   146.229
  62.630   146.222
  62.634   146.215
  62.638   146.208
  62.642   146.201
  62.646   146.195
  62.650   146.188
  62.654   146.181
  62.657   146.174
  62.661   146.167
  62.665   146.161
  62.669   146.154
  62.673   146.147
  62.677   146.140
  62.681   146.133
  62.684   146.127
  62.688   146.120
  62.692   146.113
  62.696   146.106
  62.700   146.099
  62.704   146.092
  62.708   146.086
  62.712   146.079
  62.715   146.072
  62.719   146.065
  62.723   146.058
  62.727   146.052
  62.731   146.045
  62.735   146.038
  62.739   146.031
  62.742   146.024
  62.746   146.017
  62.750   146.010
  62.754   146.004
  62.758   145.997
  62.762   145.990
  62.766   145.983
  62.770   145.976
  62.773   145.969
  62.777   145.963
  62.781   145.956
  62.785   145.949
  62.789   145.942
  62.793   145.935
  62.797   145.928
  62.800   145.921
  62.804   145.914
  62.808   145.908
  62.812   145.901
  62.816   145.894
  62.820   145.887
  62.824   145.880
  62.827   145.873
  62.831   145.866
  62.835   145.859
  62.839   145.853
  62.843   145.846
  62.847   145.839
  62.851   145.832
  62.855   145.825
  62.858   145.818
  62.862   145.811
  62.866   145.804
  62.870   145.797
  62.874   145.790
  62.878   145.784
  62.882   145.777
  62.885   145.770
  62.889   145.763
  62.893   145.756
  62.897   145.749
  62.901   145.742
  62.905   145.735
  62.909   145.728
  62.912   145.721
  62.916   145.714
  62.920   145.707
  62.924   145.700
  62.928   145.693
  62.932   145.687
  62.936   145.680
  62.940   145.673
  62.943   145.666
  62.947   145.659
  62.951   145.652
  62.955   145.645
  62.959   145.638
  62.963   145.631
  62.967   145.624
  62.970   145.617
  62.974   145.610
  62.978   145.603
  62.982   145.596
  62.986   145.589
  62.990   145.582
  62.994   145.575
  62.997   145.568
  63.001   145.561
  63.005   145.554
  63.009   145.547
  63.013   145.540
  63.017   145.533
  63.021   145.526
  63.024   145.519
  63.028   145.512
  63.032   145.505
  63.036   145.498
  63.040   145.491
  63.044   145.484
  63.048   145.477
  63.051   145.470
  63.055   145.463
  63.059   145.456
  63.063   145.449
  63.067   145.442
  63.071   145.435
  63.075   145.428
  63.079   145.421
  63.082   145.414
  63.086   145.407
  63.090   145.400
  63.094   145.393
  63.098   145.386
  63.102   145.379
  63.106   145.372
  63.109   145.365
  63.113   145.358
  63.117   145.351
  63.121   145.344
  63.125   145.337
  63.129   145.330
  63.133   145.323
  63.136   145.316
  63.140   145.308
  63.144   145.301
  63.148   145.294
  63.152   145.287
  63.156   145.280
  63.160   145.273
  63.164   145.266
  63.167   145.259
  63.171   145.252
  63.175   145.245
  63.179   145.238
  63.183   145.231
  63.187   145.224
  63.191   145.216
  63.194   145.209
  63.198   145.202
  63.202   145.195
  63.206   145.188
  63.210   145.181
  63.214   145.174
  63.218   145.167
  63.222   145.160
  63.225   145.153
  63.229   145.145
  63.233   145.138
  63.237   145.131
  63.241   145.124
  63.245   145.117
  63.249   145.110
  63.253   145.103
  63.256   145.096
  63.260   145.088
  63.264   145.081
  63.268   145.074
  63.272   145.067
  63.276   145.060
  63.280   145.053
  63.284   145.046
  63.287   145.039
  63.291   145.031
  63.295   145.024
  63.299   145.017
  63.303   145.010
  63.307   145.003
  63.311   144.996
  63.315   144.988
  63.318   144.981
  63.322   144.974
  63.326   144.967
  63.334   144.953
  63.342   144.938
  63.357   144.910
  63.388   144.852
  63.419   144.794
  63.435   144.765
  63.450   144.737
  63.466   144.708
  63.473   144.693
  63.481   144.679
  63.489   144.664
  63.497   144.650
  63.504   144.635
  63.512   144.621
  63.520   144.606
  63.528   144.592
  63.535   144.577
  63.543   144.563
  63.551   144.548
  63.559   144.533
  63.566   144.519
  63.574   144.504
  63.582   144.490
  63.590   144.475
  63.597   144.461
  63.601   144.453
  63.605   144.446
  63.609   144.439
  63.613   144.431
  63.617   144.424
  63.621   144.417
  63.625   144.409
  63.628   144.402
  63.632   144.395
  63.636   144.388
  63.640   144.380
  63.644   144.373
  63.648   144.366
  63.652   144.358
  63.656   144.351
  63.659   144.344
  63.663   144.336
  63.667   144.329
  63.671   144.322
  63.675   144.314
  63.679   144.307
  63.683   144.300
  63.686   144.292
  63.690   144.285
  63.694   144.278
  63.698   144.270
  63.702   144.263
  63.706   144.256
  63.710   144.248
  63.714   144.241
  63.717   144.234
  63.721   144.226
  63.725   144.219
  63.729   144.212
  63.733   144.204
  63.737   144.197
  63.741   144.190
  63.744   144.182
  63.748   144.175
  63.752   144.168
  63.756   144.160
  63.760   144.153
  63.764   144.145
  63.768   144.138
  63.772   144.131
  63.775   144.123
  63.779   144.116
  63.783   144.109
  63.787   144.101
  63.791   144.094
  63.795   144.087
  63.799   144.079
  63.802   144.072
  63.806   144.064
  63.810   144.057
  63.814   144.050
  63.818   144.042
  63.822   144.035
  63.826   144.028
  63.829   144.020
